,Postcode,Population,Households
1657043,NR33 7SE,5.0,4.0
1657044,NR33 7SF,30.0,15.0
1657045,NR33 7SG,22.0,12.0
1657047,NR33 7SJ,69.0,22.0
1657048,NR33 7SL,8.0,4.0
1657049,NR33 7SN,46.0,30.0
1657050,NR33 7SP,16.0,11.0
1657051,NR33 7SQ,69.0,25.0
1657052,NR33 7SR,13.0,10.0
1657053,NR33 7SS,60.0,21.0
1657054,NR33 7ST,50.0,19.0
1657055,NR33 7SU,7.0,4.0
1657056,NR33 7SW,34.0,15.0
1657057,NR33 7SX,28.0,14.0
1657058,NR33 7SY,9.0,5.0
1657059,NR33 7SZ,17.0,7.0
1657060,NR33 7TA,12.0,7.0
1657061,NR33 7TB,5.0,2.0
1657062,NR33 7TD,10.0,5.0
1657063,NR33 7TE,19.0,10.0
1657064,NR33 7TF,50.0,25.0
1657065,NR33 7TG,48.0,25.0
1657066,NR33 7TH,23.0,9.0
1657067,NR33 7TJ,26.0,9.0
1657068,NR33 7TL,143.0,65.0
1657070,NR33 7TP,49.0,27.0
1657071,NR33 7TQ,53.0,20.0
1657072,NR33 7TR,102.0,49.0
1657073,NR33 7TS,65.0,34.0
1657074,NR33 7TT,95.0,47.0
1657075,NR33 7TU,86.0,50.0
1657077,NR33 7TX,12.0,7.0
1657078,NR33 7TY,93.0,54.0
1657079,NR33 7TZ,30.0,18.0
1657080,NR33 7UA,21.0,14.0
1657081,NR33 7UB,24.0,16.0
1657082,NR33 7UD,48.0,27.0
1657083,NR33 7UE,88.0,38.0
1657085,NR33 7UG,31.0,9.0
1657086,NR33 7UH,54.0,19.0
1657087,NR33 7UJ,41.0,20.0
1657088,NR33 7UL,35.0,12.0
1657089,NR33 7UP,105.0,42.0
1657090,NR33 7UQ,43.0,15.0
1657091,NR33 7UR,19.0,10.0
1657092,NR33 7US,29.0,15.0
1657093,NR33 7UT,17.0,5.0
1657104,NR33 8AA,2.0,1.0
1657105,NR33 8AB,35.0,13.0
1657106,NR33 8AD,20.0,6.0
1657107,NR33 8AE,27.0,10.0
1657108,NR33 8AF,9.0,5.0
1657109,NR33 8AG,54.0,12.0
1657110,NR33 8AH,55.0,25.0
1657111,NR33 8AJ,63.0,22.0
1657112,NR33 8AL,10.0,6.0
1657113,NR33 8AN,11.0,6.0
1657114,NR33 8AP,99.0,44.0
1657115,NR33 8AQ,15.0,6.0
1657116,NR33 8AR,15.0,8.0
1657117,NR33 8AS,9.0,6.0
1657118,NR33 8AT,48.0,4.0
1657119,NR33 8AU,7.0,4.0
1657120,NR33 8AW,28.0,13.0
1657122,NR33 8AY,13.0,6.0
1657123,NR33 8AZ,14.0,7.0
1657124,NR33 8BA,28.0,12.0
1657125,NR33 8BB,48.0,19.0
1657126,NR33 8BD,39.0,18.0
1657127,NR33 8BE,19.0,14.0
1657128,NR33 8BG,13.0,8.0
1657129,NR33 8BH,19.0,10.0
1657130,NR33 8BJ,48.0,19.0
1657131,NR33 8BL,56.0,35.0
1657132,NR33 8BN,12.0,4.0
1657133,NR33 8BP,2.0,1.0
1657134,NR33 8BQ,26.0,11.0
1657135,NR33 8BS,3.0,1.0
1657136,NR33 8BT,49.0,23.0
1657137,NR33 8BU,51.0,23.0
1657138,NR33 8BW,37.0,16.0
1657139,NR33 8BX,17.0,5.0
1657140,NR33 8BY,67.0,30.0
1657141,NR33 8BZ,106.0,47.0
1657142,NR33 8DA,74.0,36.0
1657143,NR33 8DB,10.0,5.0
1657144,NR33 8DD,18.0,8.0
1657145,NR33 8DE,13.0,6.0
1657146,NR33 8DF,29.0,16.0
1657148,NR33 8DH,77.0,30.0
1657149,NR33 8DJ,37.0,16.0
1657150,NR33 8DL,41.0,15.0
1657151,NR33 8DN,39.0,18.0
1657152,NR33 8DP,17.0,6.0
1657153,NR33 8DQ,76.0,28.0
1657154,NR33 8DR,12.0,4.0
1657155,NR33 8DS,14.0,6.0
1657156,NR33 8DT,9.0,4.0
1657157,NR33 8DU,14.0,7.0
1657158,NR33 8DW,68.0,25.0
1657159,NR33 8DX,9.0,4.0
1657160,NR33 8DY,4.0,4.0
1657161,NR33 8DZ,9.0,3.0
1657163,NR33 8EB,24.0,5.0
1657164,NR33 8ED,6.0,3.0
1657165,NR33 8EE,8.0,4.0
1657166,NR33 8EF,4.0,2.0
1657167,NR33 8EG,34.0,15.0
1657168,NR33 8EH,30.0,11.0
1657169,NR33 8EJ,30.0,13.0
1657170,NR33 8EL,18.0,7.0
1657171,NR33 8EN,30.0,13.0
1657172,NR33 8EP,16.0,5.0
1657173,NR33 8EQ,12.0,6.0
1657174,NR33 8ER,17.0,6.0
1657175,NR33 8ES,12.0,5.0
1657176,NR33 8ET,7.0,3.0
1657177,NR33 8EU,28.0,17.0
1657178,NR33 8EW,12.0,4.0
1657179,NR33 8EX,98.0,53.0
1657181,NR33 8EZ,113.0,46.0
1657188,NR33 8FN,67.0,28.0
1657189,NR33 8FP,59.0,27.0
1657190,NR33 8FR,92.0,39.0
1657191,NR33 8FW,5.0,3.0
1657192,NR33 8FY,24.0,8.0
1657193,NR33 8FZ,7.0,5.0
1657194,NR33 8GA,38.0,15.0
1657195,NR33 8GB,245.0,82.0
1657196,NR33 8GD,101.0,32.0
1657197,NR33 8GE,73.0,24.0
1657198,NR33 8GF,12.0,5.0
1657199,NR33 8GH,200.0,66.0
1657200,NR33 8GJ,24.0,10.0
1657201,NR33 8GL,101.0,35.0
1657202,NR33 8GN,35.0,19.0
1657203,NR33 8GP,14.0,7.0
1657205,NR33 8GR,134.0,50.0
1657206,NR33 8GS,54.0,22.0
1657207,NR33 8GT,118.0,47.0
1657208,NR33 8GU,51.0,22.0
1657209,NR33 8GW,41.0,16.0
1657210,NR33 8GX,51.0,21.0
1657211,NR33 8GY,13.0,4.0
1657212,NR33 8GZ,9.0,2.0
1657213,NR33 8HA,7.0,4.0
1657214,NR33 8HB,17.0,7.0
1657215,NR33 8HD,33.0,12.0
1657216,NR33 8HE,9.0,2.0
1657217,NR33 8HF,7.0,3.0
1657218,NR33 8HG,6.0,4.0
1657220,NR33 8HJ,13.0,6.0
1657221,NR33 8HL,27.0,13.0
1657222,NR33 8HN,58.0,28.0
1657223,NR33 8HP,38.0,15.0
1657224,NR33 8HQ,50.0,27.0
1657225,NR33 8HR,36.0,16.0
1657226,NR33 8HS,3.0,2.0
1657227,NR33 8HT,18.0,6.0
1657228,NR33 8HU,18.0,7.0
1657229,NR33 8HW,90.0,39.0
1657230,NR33 8HX,4.0,2.0
1657231,NR33 8HY,2.0,0.0
1657232,NR33 8HZ,67.0,30.0
1657233,NR33 8JA,9.0,5.0
1657234,NR33 8JB,86.0,35.0
1657235,NR33 8JD,24.0,14.0
1657236,NR33 8JE,30.0,14.0
1657237,NR33 8JF,103.0,46.0
1657238,NR33 8JG,90.0,41.0
1657239,NR33 8JH,39.0,15.0
1657240,NR33 8JJ,20.0,12.0
1657241,NR33 8JL,77.0,28.0
1657242,NR33 8JN,18.0,11.0
1657243,NR33 8JP,96.0,42.0
1657244,NR33 8JQ,69.0,39.0
1657245,NR33 8JR,35.0,10.0
1657246,NR33 8JS,3.0,2.0
1657247,NR33 8JT,25.0,8.0
1657248,NR33 8JU,29.0,15.0
1657249,NR33 8JW,42.0,24.0
1657250,NR33 8JX,33.0,18.0
1657251,NR33 8JY,45.0,20.0
1657252,NR33 8JZ,33.0,17.0
1657254,NR33 8LB,101.0,45.0
1657255,NR33 8LD,40.0,19.0
1657256,NR33 8LE,7.0,4.0
1657257,NR33 8LF,82.0,42.0
1657259,NR33 8LH,28.0,11.0
1657261,NR33 8LL,70.0,27.0
1657262,NR33 8LN,40.0,21.0
1657263,NR33 8LP,24.0,9.0
1657264,NR33 8LQ,44.0,17.0
1657265,NR33 8LR,19.0,7.0
1657266,NR33 8LS,17.0,8.0
1657267,NR33 8LT,61.0,25.0
1657268,NR33 8LU,18.0,7.0
1657269,NR33 8LW,18.0,5.0
1657270,NR33 8LX,5.0,2.0
1657271,NR33 8LY,8.0,3.0
1657272,NR33 8LZ,9.0,5.0
1657273,NR33 8NA,19.0,9.0
1657274,NR33 8NB,103.0,55.0
1657275,NR33 8ND,42.0,18.0
1657276,NR33 8NE,66.0,29.0
1657277,NR33 8NF,5.0,3.0
1657278,NR33 8NG,92.0,32.0
1657279,NR33 8NH,11.0,4.0
1657280,NR33 8NJ,9.0,3.0
1657281,NR33 8NL,65.0,37.0
1657282,NR33 8NN,51.0,18.0
1657283,NR33 8NP,32.0,11.0
1657284,NR33 8NQ,15.0,6.0
1657285,NR33 8NR,90.0,42.0
1657286,NR33 8NS,48.0,20.0
1657287,NR33 8NT,34.0,15.0
1657288,NR33 8NU,25.0,13.0
1657289,NR33 8NW,69.0,23.0
1657290,NR33 8NX,72.0,28.0
1657291,NR33 8NY,146.0,57.0
1657292,NR33 8NZ,45.0,20.0
1657293,NR33 8PA,22.0,9.0
1657294,NR33 8PB,41.0,21.0
1657295,NR33 8PD,24.0,12.0
1657296,NR33 8PE,38.0,16.0
1657297,NR33 8PF,30.0,14.0
1657298,NR33 8PG,31.0,16.0
1657299,NR33 8PH,51.0,22.0
1657300,NR33 8PJ,58.0,25.0
1657301,NR33 8PL,54.0,27.0
1657302,NR33 8PN,25.0,11.0
1657303,NR33 8PP,39.0,17.0
1657304,NR33 8PQ,33.0,12.0
1657305,NR33 8PR,45.0,17.0
1657306,NR33 8PS,71.0,29.0
1657307,NR33 8PT,44.0,22.0
1657308,NR33 8PU,33.0,20.0
1657309,NR33 8PW,45.0,20.0
1657310,NR33 8PX,69.0,25.0
1657311,NR33 8PY,50.0,16.0
1657313,NR33 8QA,76.0,35.0
1657314,NR33 8QB,70.0,27.0
1657315,NR33 8QD,61.0,27.0
1657316,NR33 8QE,29.0,17.0
1657317,NR33 8QF,31.0,16.0
1657318,NR33 8QG,47.0,24.0
1657319,NR33 8QH,14.0,6.0
1657322,NR33 8QN,73.0,34.0
1657323,NR33 8QP,41.0,14.0
1657324,NR33 8QQ,63.0,32.0
1657325,NR33 8QR,15.0,13.0
1657326,NR33 8QS,4.0,2.0
1657327,NR33 8QT,82.0,30.0
1657328,NR33 8QU,96.0,43.0
1657329,NR33 8QW,54.0,15.0
1657330,NR33 8QX,20.0,15.0
1657331,NR33 8QY,96.0,40.0
1657332,NR33 8QZ,11.0,5.0
1657334,NR33 8RB,37.0,20.0
1657335,NR33 8RD,27.0,9.0
1657336,NR33 8RE,34.0,12.0
1657337,NR33 8RF,65.0,26.0
1657338,NR33 8RG,69.0,39.0
1657342,NR33 8RN,109.0,40.0
1657343,NR33 8RP,33.0,12.0
1657344,NR33 8RQ,54.0,18.0
1657345,NR33 8RR,43.0,13.0
1657346,NR33 8RS,33.0,10.0
1657347,NR33 8RT,13.0,5.0
1657349,NR33 8RW,20.0,6.0
1657353,NR33 8SA,36.0,12.0
1657354,NR33 8SB,105.0,41.0
1657355,NR33 8SD,64.0,23.0
1657356,NR33 8SE,70.0,23.0
1657359,NR33 8SH,16.0,5.0
1657360,NR33 8SJ,20.0,8.0
1657361,NR33 8SL,38.0,18.0
1657362,NR33 8SN,68.0,27.0
1657364,NR33 8SR,77.0,27.0
1657367,NR33 8SU,38.0,15.0
1657368,NR33 8SW,16.0,9.0
1657370,NR33 8SY,13.0,4.0
1657372,NR33 8TA,150.0,46.0
1657373,NR33 8TB,38.0,12.0
1657374,NR33 8TD,76.0,22.0
1657375,NR33 8TE,53.0,24.0
1657376,NR33 8TF,40.0,14.0
1657377,NR33 8TG,144.0,50.0
1657378,NR33 8TH,86.0,32.0
1657379,NR33 8TJ,131.0,43.0
1657380,NR33 8TL,42.0,17.0
1657381,NR33 8TN,114.0,43.0
1657382,NR33 8TP,71.0,26.0
1657383,NR33 8TQ,62.0,23.0
1657384,NR33 8TR,80.0,34.0
1657385,NR33 8TS,73.0,24.0
1657386,NR33 8TT,38.0,16.0
1657387,NR33 8TU,167.0,50.0
1657388,NR33 8TW,45.0,18.0
1657389,NR33 8TX,28.0,11.0
1657390,NR33 8TY,114.0,41.0
1657391,NR33 8TZ,108.0,43.0
1657392,NR33 8UA,37.0,13.0
1657393,NR33 8UB,95.0,43.0
1657394,NR33 8UD,25.0,8.0
1657395,NR33 8UE,96.0,46.0
1657396,NR33 8UF,27.0,8.0
1657397,NR33 8UG,102.0,31.0
1657398,NR33 8UH,39.0,13.0
1657399,NR33 8UJ,25.0,9.0
1657400,NR33 8UL,158.0,56.0
1657401,NR33 8UN,74.0,24.0
1657402,NR33 8UP,68.0,19.0
1657403,NR33 8UQ,26.0,11.0
1657404,NR33 8UR,30.0,15.0
1657405,NR33 8US,188.0,70.0
1657406,NR33 8UT,94.0,31.0
1657407,NR33 8UU,20.0,10.0
1657408,NR33 8UW,21.0,8.0
1657409,NR33 8UX,21.0,9.0
1657410,NR33 8UY,49.0,15.0
1657411,NR33 8UZ,58.0,25.0
1657412,NR33 8WA,71.0,24.0
1657413,NR33 8WB,36.0,13.0
1657414,NR33 8WD,93.0,27.0
1657415,NR33 8WE,39.0,14.0
1657416,NR33 8WF,59.0,16.0
1657417,NR33 8WG,115.0,38.0
1657419,NR33 8WJ,74.0,28.0
1657420,NR33 8WL,46.0,15.0
1657421,NR33 8WN,40.0,11.0
1657422,NR33 8WP,93.0,32.0
1657436,NR33 9AA,69.0,31.0
1657437,NR33 9AB,32.0,14.0
1657438,NR33 9AD,25.0,9.0
1657439,NR33 9AE,32.0,16.0
1657440,NR33 9AF,11.0,6.0
1657441,NR33 9AG,18.0,8.0
1657442,NR33 9AH,15.0,6.0
1657443,NR33 9AJ,43.0,18.0
1657444,NR33 9AL,5.0,3.0
1657445,NR33 9AN,4.0,3.0
1657446,NR33 9AP,61.0,36.0
1657447,NR33 9AQ,83.0,38.0
1657448,NR33 9AR,86.0,35.0
1657449,NR33 9AS,65.0,33.0
1657450,NR33 9AT,85.0,47.0
1657451,NR33 9AU,13.0,9.0
1657452,NR33 9AW,39.0,24.0
1657453,NR33 9AX,74.0,23.0
1657454,NR33 9AY,99.0,34.0
1657455,NR33 9AZ,17.0,5.0
1657456,NR33 9BA,95.0,30.0
1657457,NR33 9BB,99.0,37.0
1657458,NR33 9BD,102.0,35.0
1657459,NR33 9BE,105.0,29.0
1657460,NR33 9BF,7.0,2.0
1657461,NR33 9BG,124.0,54.0
1657462,NR33 9BH,83.0,25.0
1657463,NR33 9BJ,103.0,43.0
1657464,NR33 9BL,41.0,15.0
1657465,NR33 9BN,51.0,20.0
1657466,NR33 9BP,54.0,20.0
1657467,NR33 9BQ,45.0,15.0
1657468,NR33 9BS,72.0,33.0
1657469,NR33 9BT,93.0,34.0
1657470,NR33 9BU,38.0,14.0
1657471,NR33 9BW,76.0,33.0
1657472,NR33 9BX,43.0,19.0
1657473,NR33 9BY,28.0,9.0
1657474,NR33 9BZ,73.0,32.0
1657475,NR33 9DA,15.0,6.0
1657476,NR33 9DB,50.0,24.0
1657477,NR33 9DD,88.0,40.0
1657478,NR33 9DE,65.0,27.0
1657479,NR33 9DF,75.0,29.0
1657480,NR33 9DG,55.0,22.0
1657481,NR33 9DH,74.0,30.0
1657482,NR33 9DJ,38.0,17.0
1657483,NR33 9DL,37.0,15.0
1657484,NR33 9DN,33.0,13.0
1657485,NR33 9DP,7.0,3.0
1657486,NR33 9DQ,33.0,14.0
1657487,NR33 9DR,4.0,2.0
1657488,NR33 9DS,54.0,29.0
1657489,NR33 9DT,21.0,13.0
1657490,NR33 9DU,34.0,19.0
1657491,NR33 9DW,19.0,9.0
1657492,NR33 9DX,14.0,8.0
1657493,NR33 9DY,36.0,22.0
1657494,NR33 9DZ,32.0,20.0
1657495,NR33 9EA,9.0,5.0
1657496,NR33 9EB,58.0,20.0
1657497,NR33 9ED,56.0,17.0
1657498,NR33 9EE,67.0,24.0
1657499,NR33 9EF,163.0,53.0
1657500,NR33 9EG,48.0,22.0
1657501,NR33 9EH,17.0,13.0
1657503,NR33 9EL,65.0,29.0
1657504,NR33 9EN,29.0,14.0
1657505,NR33 9EP,47.0,19.0
1657506,NR33 9EQ,129.0,37.0
1657507,NR33 9ER,37.0,15.0
1657508,NR33 9ES,53.0,24.0
1657509,NR33 9ET,79.0,32.0
1657510,NR33 9EU,35.0,17.0
1657511,NR33 9EW,20.0,11.0
1657512,NR33 9EX,22.0,13.0
1657513,NR33 9EY,41.0,20.0
1657514,NR33 9EZ,25.0,12.0
1657515,NR33 9GD,5.0,3.0
1657516,NR33 9GH,27.0,8.0
1657517,NR33 9GL,2.0,1.0
1657519,NR33 9GZ,12.0,8.0
1657520,NR33 9HA,60.0,25.0
1657521,NR33 9HB,33.0,13.0
1657522,NR33 9HD,76.0,29.0
1657523,NR33 9HE,12.0,5.0
1657524,NR33 9HF,56.0,25.0
1657525,NR33 9HG,73.0,28.0
1657526,NR33 9HH,17.0,7.0
1657527,NR33 9HJ,31.0,17.0
1657528,NR33 9HL,11.0,6.0
1657529,NR33 9HN,37.0,16.0
1657530,NR33 9HP,15.0,7.0
1657532,NR33 9HR,19.0,9.0
1657533,NR33 9HS,39.0,23.0
1657534,NR33 9HT,11.0,6.0
1657535,NR33 9HU,40.0,15.0
1657536,NR33 9HW,51.0,35.0
1657537,NR33 9HX,8.0,4.0
1657538,NR33 9HY,41.0,14.0
1657539,NR33 9HZ,35.0,20.0
1657540,NR33 9JA,11.0,6.0
1657541,NR33 9JB,26.0,15.0
1657542,NR33 9JD,80.0,42.0
1657543,NR33 9JE,15.0,8.0
1657544,NR33 9JF,28.0,22.0
1657545,NR33 9JG,122.0,52.0
1657546,NR33 9JH,34.0,10.0
1657547,NR33 9JJ,54.0,30.0
1657548,NR33 9JL,13.0,6.0
1657549,NR33 9JN,27.0,14.0
1657550,NR33 9JP,4.0,2.0
1657551,NR33 9JQ,154.0,55.0
1657553,NR33 9JS,1.0,1.0
1657554,NR33 9JT,24.0,12.0
1657555,NR33 9JU,27.0,18.0
1657556,NR33 9JW,41.0,27.0
1657557,NR33 9JX,37.0,17.0
1657558,NR33 9JY,19.0,11.0
1657559,NR33 9JZ,18.0,7.0
1657560,NR33 9LA,92.0,46.0
1657561,NR33 9LB,93.0,37.0
1657562,NR33 9LD,56.0,21.0
1657563,NR33 9LE,53.0,39.0
1657564,NR33 9LF,34.0,30.0
1657565,NR33 9LG,12.0,7.0
1657566,NR33 9LH,21.0,10.0
1657568,NR33 9LL,42.0,21.0
1657570,NR33 9LP,143.0,58.0
1657571,NR33 9LQ,13.0,13.0
1657572,NR33 9LR,68.0,27.0
1657573,NR33 9LS,29.0,11.0
1657574,NR33 9LT,62.0,27.0
1657575,NR33 9LU,64.0,23.0
1657576,NR33 9LW,90.0,38.0
1657577,NR33 9LX,74.0,52.0
1657578,NR33 9LY,59.0,26.0
1657581,NR33 9NB,14.0,8.0
1657582,NR33 9ND,28.0,15.0
1657583,NR33 9NE,13.0,5.0
1657585,NR33 9NG,17.0,10.0
1657587,NR33 9NJ,15.0,7.0
1657588,NR33 9NL,39.0,13.0
1657589,NR33 9NN,38.0,18.0
1657591,NR33 9NQ,11.0,8.0
1657593,NR33 9NS,166.0,60.0
1657594,NR33 9NT,127.0,61.0
1657597,NR33 9NX,79.0,29.0
1657598,NR33 9NY,18.0,7.0
1657599,NR33 9NZ,55.0,25.0
1657600,NR33 9PA,41.0,21.0
1657601,NR33 9PB,4.0,3.0
1657602,NR33 9PD,46.0,20.0
1657603,NR33 9PE,53.0,26.0
1657604,NR33 9PF,60.0,28.0
1657605,NR33 9PG,66.0,34.0
1657606,NR33 9PH,71.0,32.0
1657607,NR33 9PJ,62.0,29.0
1657608,NR33 9PL,44.0,4.0
1657609,NR33 9PN,27.0,14.0
1657610,NR33 9PP,25.0,12.0
1657611,NR33 9PQ,19.0,5.0
1657612,NR33 9PR,25.0,10.0
1657613,NR33 9PS,52.0,24.0
1657614,NR33 9PT,7.0,2.0
1657615,NR33 9PU,11.0,9.0
1657616,NR33 9PW,60.0,18.0
1657617,NR33 9PX,32.0,17.0
1657618,NR33 9PY,16.0,7.0
1657620,NR33 9QA,7.0,5.0
1657627,NR33 9QL,66.0,33.0
1657628,NR33 9QN,11.0,5.0
1657632,NR33 9QT,91.0,36.0
1657634,NR33 9QW,23.0,10.0
1657635,NR33 9QX,63.0,28.0
1657636,NR33 9QY,20.0,8.0
1657637,NR33 9QZ,56.0,20.0
1657638,NR33 9RA,10.0,4.0
1657639,NR33 9RB,8.0,4.0
1657640,NR33 9RD,33.0,17.0
1657641,NR33 9RE,37.0,17.0
1657642,NR33 9RF,12.0,6.0
1657643,NR33 9RG,46.0,24.0
1657644,NR33 9RH,21.0,15.0
1657645,NR33 9RJ,23.0,11.0
1657646,NR33 9RL,55.0,24.0
1657647,NR33 9RN,19.0,6.0
1657648,NR33 9RP,35.0,12.0
1657649,NR33 9RQ,45.0,19.0
1657651,NR33 9RS,70.0,25.0
1657652,NR33 9RT,64.0,30.0
1657653,NR33 9RU,8.0,4.0
1657654,NR33 9RW,31.0,18.0
1657656,NR33 9SS,5.0,4.0
1657666,NR34 0AA,23.0,15.0
1657667,NR34 0AB,17.0,9.0
1657668,NR34 0AD,26.0,10.0
1657669,NR34 0AE,38.0,15.0
1657670,NR34 0AG,11.0,6.0
1657671,NR34 0AH,2.0,1.0
1657672,NR34 0AJ,11.0,6.0
1657673,NR34 0AL,49.0,15.0
1657674,NR34 0AN,17.0,6.0
1657675,NR34 0AP,4.0,2.0
1657676,NR34 0AQ,3.0,2.0
1657677,NR34 0AR,10.0,6.0
1657678,NR34 0AS,3.0,1.0
1657680,NR34 0AU,57.0,21.0
1657681,NR34 0AW,11.0,6.0
1657682,NR34 0AX,2.0,1.0
1657683,NR34 0AY,3.0,1.0
1657684,NR34 0AZ,10.0,4.0
1657685,NR34 0BA,63.0,26.0
1657686,NR34 0BB,6.0,3.0
1657687,NR34 0BD,16.0,7.0
1657688,NR34 0BE,26.0,13.0
1657689,NR34 0BF,13.0,3.0
1657690,NR34 0BG,39.0,15.0
1657691,NR34 0BH,10.0,5.0
1657692,NR34 0BJ,44.0,19.0
1657693,NR34 0BL,62.0,27.0
1657694,NR34 0BN,56.0,27.0
1657695,NR34 0BP,12.0,6.0
1657696,NR34 0BQ,21.0,8.0
1657697,NR34 0BS,16.0,5.0
1657698,NR34 0BT,37.0,14.0
1657699,NR34 0BU,15.0,7.0
1657700,NR34 0BW,15.0,5.0
1657701,NR34 0BX,9.0,4.0
1657702,NR34 0BY,35.0,18.0
1657704,NR34 0DA,21.0,9.0
1657705,NR34 0DB,2.0,1.0
1657706,NR34 0DD,2.0,1.0
1657709,NR34 0DG,14.0,5.0
1657710,NR34 0DH,4.0,2.0
1657713,NR34 0DN,8.0,3.0
1657715,NR34 0DQ,11.0,5.0
1657716,NR34 0DR,11.0,5.0
1657717,NR34 0EA,23.0,10.0
1657718,NR34 0EB,1.0,1.0
1657719,NR34 0ED,3.0,1.0
1657720,NR34 0EE,17.0,8.0
1657721,NR34 0EF,5.0,3.0
1657722,NR34 0EG,19.0,10.0
1657723,NR34 0EH,17.0,6.0
1657724,NR34 0EJ,14.0,6.0
1657725,NR34 0EL,14.0,6.0
1657726,NR34 0EN,3.0,2.0
1657727,NR34 0EP,25.0,11.0
1657728,NR34 0EQ,2.0,1.0
1657729,NR34 0ER,41.0,21.0
1657730,NR34 0ES,12.0,6.0
1657731,NR34 0ET,11.0,2.0
1657732,NR34 0EU,17.0,8.0
1657733,NR34 0EW,18.0,7.0
1657734,NR34 0EX,32.0,10.0
1657735,NR34 0EY,31.0,14.0
1657736,NR34 0EZ,5.0,3.0
1657737,NR34 0FR,28.0,11.0
1657738,NR34 0HA,11.0,4.0
1657739,NR34 0HB,1.0,1.0
1657740,NR34 0HD,15.0,7.0
1657741,NR34 0HE,2.0,1.0
1657742,NR34 0HF,2.0,1.0
1657743,NR34 0HG,23.0,6.0
1657744,NR34 0HH,19.0,9.0
1657745,NR34 0HJ,21.0,7.0
1657747,NR34 0HN,26.0,10.0
1657748,NR34 0HP,10.0,4.0
1657749,NR34 0HQ,6.0,2.0
1657750,NR34 0HR,52.0,22.0
1657751,NR34 0HS,54.0,23.0
1657752,NR34 0HT,81.0,36.0
1657754,NR34 0HW,1.0,1.0
1657757,NR34 0JW,2.0,1.0
1657759,NR34 0LA,114.0,51.0
1657760,NR34 0LB,49.0,22.0
1657761,NR34 0LD,25.0,12.0
1657762,NR34 0LE,31.0,13.0
1657763,NR34 0LF,80.0,41.0
1657764,NR34 0LG,84.0,38.0
1657765,NR34 0LH,59.0,24.0
1657766,NR34 0LJ,35.0,17.0
1657767,NR34 0LL,20.0,8.0
1657768,NR34 0LN,59.0,27.0
1657769,NR34 0LP,14.0,5.0
1657770,NR34 0LQ,13.0,4.0
1657771,NR34 0LR,35.0,9.0
1657772,NR34 0LS,17.0,5.0
1657773,NR34 0LT,24.0,10.0
1657774,NR34 0LU,58.0,22.0
1657775,NR34 0LW,7.0,3.0
1657776,NR34 0LX,25.0,13.0
1657777,NR34 0LY,18.0,6.0
1657778,NR34 0LZ,2.0,2.0
1657779,NR34 0ND,7.0,2.0
1657780,NR34 0PA,9.0,4.0
1657781,NR34 0PB,6.0,3.0
1657782,NR34 0RA,5.0,2.0
1657800,NR34 7AA,103.0,36.0
1657801,NR34 7AB,60.0,24.0
1657803,NR34 7AE,5.0,4.0
1657804,NR34 7AF,75.0,33.0
1657805,NR34 7AG,36.0,22.0
1657806,NR34 7AH,19.0,10.0
1657807,NR34 7AJ,16.0,10.0
1657808,NR34 7AL,6.0,3.0
1657809,NR34 7AN,59.0,30.0
1657810,NR34 7AP,37.0,20.0
1657811,NR34 7AQ,14.0,8.0
1657812,NR34 7AR,49.0,29.0
1657813,NR34 7AS,77.0,41.0
1657814,NR34 7AT,39.0,20.0
1657815,NR34 7AU,46.0,19.0
1657816,NR34 7AW,34.0,15.0
1657817,NR34 7AX,47.0,20.0
1657818,NR34 7AY,32.0,17.0
1657819,NR34 7AZ,48.0,22.0
1657821,NR34 7BB,63.0,28.0
1657823,NR34 7BE,54.0,30.0
1657825,NR34 7BG,78.0,51.0
1657826,NR34 7BH,55.0,24.0
1657827,NR34 7BJ,111.0,41.0
1657831,NR34 7BQ,20.0,10.0
1657832,NR34 7BS,83.0,32.0
1657833,NR34 7BT,143.0,54.0
1657834,NR34 7BU,26.0,11.0
1657836,NR34 7BX,18.0,6.0
1657837,NR34 7BY,47.0,18.0
1657838,NR34 7BZ,13.0,5.0
1657842,NR34 7DE,36.0,15.0
1657843,NR34 7DF,26.0,9.0
1657844,NR34 7DG,17.0,8.0
1657845,NR34 7DH,6.0,4.0
1657846,NR34 7DJ,57.0,22.0
1657847,NR34 7DL,94.0,40.0
1657848,NR34 7DN,31.0,16.0
1657849,NR34 7DP,23.0,9.0
1657850,NR34 7DQ,22.0,12.0
1657851,NR34 7DR,42.0,19.0
1657852,NR34 7DS,19.0,9.0
1657853,NR34 7DT,11.0,6.0
1657854,NR34 7DU,34.0,20.0
1657855,NR34 7DW,43.0,21.0
1657856,NR34 7DX,31.0,16.0
1657857,NR34 7DY,53.0,22.0
1657858,NR34 7DZ,33.0,11.0
1657859,NR34 7EA,57.0,27.0
1657860,NR34 7EB,25.0,11.0
1657861,NR34 7ED,28.0,11.0
1657862,NR34 7EE,40.0,18.0
1657863,NR34 7EF,54.0,20.0
1657864,NR34 7EG,46.0,21.0
1657865,NR34 7EH,21.0,9.0
1657866,NR34 7EJ,36.0,19.0
1657867,NR34 7EL,22.0,10.0
1657868,NR34 7EN,6.0,3.0
1657869,NR34 7EP,111.0,41.0
1657870,NR34 7EQ,20.0,12.0
1657871,NR34 7ER,33.0,12.0
1657872,NR34 7ES,162.0,62.0
1657873,NR34 7ET,33.0,13.0
